population_id,date,year,decimal,abundance,biomass,units,temperature,source,genus_species,max_ctmax,thermal_risk,log_abundance,change_in_log_N,time,thermal_risk_measure,change_in_log_thermal_risk,change_in_thermal_risk
Salmo trutta_54.3333333333333_-2.88333333333333_7023,1977.001,1977,001,0.7,NA,All Individuals,4.015375,GPDD,Salmo trutta,21.5,0.17404132638645986,-0.35667494393873245,-0.028170876966696345,1,0.002058184230859378,-0.7903785509135339,-0.00247852859976271
Salmo trutta_54.3333333333333_-2.88333333333333_7024,1977.001,1977,001,0.67,NA,All Individuals,4.015375,GPDD,Salmo trutta,21.5,0.17404132638645986,-0.40047756659712525,0.5671064596645803,1,0.002058184230859378,-0.7903785509135339,-0.00247852859976271
Salmo trutta_54.3333333333333_-2.88333333333333_7025,1977.001,1977,001,4.02,NA,All Individuals,4.015375,GPDD,Salmo trutta,21.5,0.17404132638645986,1.3912819026309295,-0.38367044828074426,1,0.002058184230859378,-0.7903785509135339,-0.00247852859976271
Salmo trutta_54.3333333333333_-2.88333333333333_7104,1977.001,1977,001,25,NA,Not Specified,4.015375,GPDD,Salmo trutta,21.5,0.17404132638645986,3.2188758248682006,0.32850406697203605,1,0.002058184230859378,-0.7903785509135339,-0.00247852859976271
Sardinops sagax_-35_20_1936,1977.001,1977,001,33,NA,Tonnes,19.34298,GPDD,Sardinops sagax,24.3,0.6091431386837375,3.4965075614664802,-1.3075134832667765,1,0.08260099963010213,0.20470693887562774,0.015290593775506275
Sardinops sagax_35_140_1941,1977.001,1977,001,7377,NA,All Individuals,12.0686,GPDD,Sardinops sagax,24.3,0.2943045981033992,8.906122330884303,1.1316868205813453,1,0.039375624241400405,1.2068091539527241,0.027596394409187673
Desmognathus ochrophaeus_35.05_-83.27_20607,1977.001,1977,001,18,NA,Adults,-10.93858,GPDD,Desmognathus ochrophaeus,32.3,0.013248671443396837,2.8903717578961645,0.18232155679395445,1,0.0010972331690719006,0.86673134983935185,6.360406169191551e-4
Desmognathus quadramaculatus_35.05_-83.27_20606,1977.001,1977,001,5,NA,Adults,-10.93858,GPDD,Desmognathus quadramaculatus,30.1,0.01650886119681432,1.6094379124341003,-0.33647223662121295,1,0.003296270606872869,0.86673134983935185,0.001910771611198451
Plethodon glutinosus_35.55_-83.2_20603,1977.001,1977,001,20,NA,Adults,-10.52058,GPDD,Plethodon glutinosus,32.5,0.013540663631945686,2.995732273553991,1.3862943611198906,1,0.0012235931198128402,0.8667313502550158,7.092885495583835e-4
Plethodon jordani_35.55_-83.2_20602,1977.001,1977,001,65,NA,Adults,-10.52058,GPDD,Plethodon jordani,34.1,0.011538592412443177,4.174387269895637,0.3677247801253172,1,5.497958290264624e-4,0.8667313502550158,3.187038892332749e-4
Pseudacris regilla_41_-118.75_20617,1977.001,1977,001,125,NA,Adults,-2.255897,GPDD,Pseudacris regilla,31.8,0.033187243792824526,4.8283137373023015,0.03252319170556017,1,0.007730356588702055,0.7859413446487542,0.004207706236077986
Alosa pseudoharengus_44.03_-69.31_822,1978.001,1978,001,30.9,NA,SSB (Thousands of lbs),5.35695800781252,LPI,Alosa pseudoharengus,23.5,0.16295125056128512,3.4307561839036995,0.7029033555053097,1,1.7018432506775723e-4,-0.016943107291080395,-2.9080171356127055e-6
Alosa pseudoharengus_45.55_-66.52_823,1978.001,1978,001,329,NA,SSB (Thousands),3.72066650390627,LPI,Alosa pseudoharengus,23.5,0.13835487320721968,5.796057750765372,0.09561417737468503,1,1.4930285511287084e-4,0.7252705681536984,7.70113765847625e-5
Coregonus artedi_48_-88_4580,1978.001,1978,001,2.808,NA,Modified Catch,0.107385253906273,LPI,Coregonus artedi,19.8,0.1395598866848889,1.0324724861635646,-0.14402634116161628,1,0.09374151735066696,-0.386597933117929,-0.04424267249825961
Coregonus artedi_48.46667_-89.15_4581,1978.001,1978,001,0.977,NA,Modified Catch,0.107385253906273,LPI,Coregonus artedi,19.8,0.1395598866848889,-0.02326862693935433,-0.18112671155493465,1,0.09374151735066696,-0.386597933117929,-0.04424267249825961
Coregonus clupeaformis_46.66667_-84.75_831,1978.001,1978,001,64.6,NA,SSB (Tonnes),0.107385253906273,LPI,Coregonus clupeaformis,20.6,0.1288300126986875,4.168214410788556,0.647753608299583,1,0.06283681822594979,-0.38659793311792745,-0.029656750265772955
Coregonus clupeaformis_48.46667_-89.15_830,1978.001,1978,001,37.9,NA,Spawning stock biomass in tonnes,0.107385253906273,LPI,Coregonus clupeaformis,20.6,0.1288300126986875,3.634951112088381,0.2205085036762049,1,0.06283681822594979,-0.38659793311792745,-0.029656750265772955
Esox lucius_54.12_-3_1111,1978.001,1978,001,600,NA,Kilograms of females,7.0837341308594,LPI,Esox lucius,20.6,0.2588189265914537,6.396929655216146,0.1823215567939549,1,0.0077071808033970955,-0.3298954198955233,-0.0030121409680247254
Esox lucius_54.18_-3_1110,1978.001,1978,001,400,NA,Kilograms of females,7.0837341308594,LPI,Esox lucius,20.6,0.2588189265914537,5.991464547107982,0,1,0.0077071808033970955,-0.3298954198955233,-0.0030121409680247254
Oncorhynchus kisutch_43.5_-87.5_4577,1978.001,1978,001,3591,NA,Popn. Estimate,0.104425048828148,LPI,Oncorhynchus kisutch,24.84,0.08428448338785872,8.186185994226083,-0.07301336844019879,1,0.05052786338973522,-0.6756920398243316,-0.0487792271999834
Oncorhynchus kisutch_48.56_-125_847,1978.001,1978,001,56,NA,SSB (Females),8.60503540039065,LPI,Oncorhynchus kisutch,24.84,0.19720796247609473,4.02535169073515,0.09352605801082392,1,6.183286364212162e-4,0.03769133549922721,2.2871888417835004e-5
Oncorhynchus kisutch_50.73861_-120.61111_4295,1978.001,1978,001,122364,NA,Total abundance (hatchery and wild fish),0.100061035156273,LPI,Oncorhynchus kisutch,24.84,0.084247709548736,11.714755488152226,-0.09065300621082528,1,1.9112194340149632e-4,-4.007713300425067,-0.010324581362670358
Oncorhynchus kisutch_51.379042_-118.944753_4294,1978.001,1978,001,25028,NA,Total abundance (hatchery and wild fish),0.100061035156273,LPI,Oncorhynchus kisutch,24.84,0.084247709548736,10.127750477118255,-0.05986283166687656,1,0.02428061061660981,0.4587477219905711,0.008933451350053087
Oncorhynchus kisutch_63.1825_-146.02806_5765,1978.001,1978,001,4798,NA,number of fish,0.102593994140648,LPI,Oncorhynchus kisutch,24.84,0.08426905185086216,8.47595444339964,0.0010426442400088831,1,6.689425608773055e-6,-0.25199811570283437,-1.917146653831082e-6
Perca flavescens_45_-63_4582,1978.001,1978,001,228,NA,Abundance proxy based on egg mass tracked over years,4.77871093750002,LPI,Perca flavescens,21.3,0.1916414872696187,5.429345628954441,NA,NA,3.87767385184104e-4,NA,NA
Perca flavescens_45.625_-81.87611_877,1978.001,1978,001,5.027,NA,Catch per set,0.104058837890648,LPI,Perca flavescens,21.3,0.12008035729208666,1.6148233847104383,0.05625780265009461,1,0.07622453960764783,-0.2368763703148029,-0.02037363293466557
Salmo trutta_54.34472_-2.95167_1135,1978.001,1978,001,2100,NA,Eggs per 60 m²,7.312128,LPI,Salmo trutta,21.5,0.24200734549523678,7.649692623711514,-1.0986122886681091,1,0.002090438210679178,0.015549561407169676,3.2253979819800264e-5
Salmo trutta_61.22417_10.4275_2339,1978.001,1978,001,56,NA,Individuals,0.7347046,LPI,Salmo trutta,21.5,0.12536453070940437,4.02535169073515,-0.03509131981126945,1,4.1048518840093634e-5,0.031864768044414404,1.2873815460615602e-6
Salmo trutta_61.5_6.83333_2341,1978.001,1978,001,164,NA,Females per m²,4.207666,LPI,Salmo trutta,21.5,0.17742036830473218,5.099866427824199,0.05644131090495197,1,1.2475972831872245e-4,0.0018569139335529172,2.3145311709558036e-7
Salmo trutta_66.83167_15.36056_2347,1978.001,1978,001,21,NA,Individuals per 100m²,3.958459,LPI,Salmo trutta,21.5,0.17305356640703037,3.044522437723423,-0.32277339226305113,1,9.318149088084998e-5,-0.2699584509904227,-2.8877878088139324e-5
Salvelinus namaycush_43.5_-87.5_4579,1978.001,1978,001,5193,NA,Popn. Estimate,0.104425,LPI,Salvelinus namaycush,22.9,0.10232947749242977,8.555066843844319,0.019248188304915814,1,0.13328967946209813,-0.6756924443158916,-0.12867698089355006
Salvelinus namaycush_47.15417_-90.5_886,1978.001,1978,001,110,NA,Abundance index (percentage of the 1929-1943 mean),0.1073853,LPI,Salvelinus namaycush,22.9,0.10235977457185284,4.700480365792417,0.0465200156348935,1,0.019896445220047732,-0.38659778676643786,-0.009390412411019792
Salvelinus namaycush_47.26472_-87.17472_885,1978.001,1978,001,185,NA,Abundance index (percentage of the 1929-1943 mean),0.1073853,LPI,Salvelinus namaycush,22.9,0.10235977457185284,5.220355825078324,-0.2602830982636668,1,0.019896445220047732,-0.38659778676643786,-0.009390412411019792
Sander vitreus_44.1_-78.51_892,1978.001,1978,001,0.0139,NA,SSB (Index),5.513788,LPI,Sander vitreus,27,0.11664487690454216,-4.275866438845491,0.0902868466721003,1,3.499562636798396e-5,-0.8309063580352483,-4.533327316803175e-5
Sander vitreus_44.29_-78.23_895,1978.001,1978,001,9.6005,NA,SSB (Index),4.734888,LPI,Sander vitreus,27,0.10790423048780856,2.261815180450834,-9.578245623016457e-4,1,1.5465960616482894e-4,-1.1134678606208341,-3.162633348012733e-4
Sander vitreus_44.35_-78.5_894,1978.001,1978,001,0.0679,NA,SSB (Index),5.513788,LPI,Sander vitreus,27,0.11664487690454216,-2.6897192444174864,-0.03045920748470854,1,3.499562636798396e-5,-0.8309063580352483,-4.533327316803175e-5
Sander vitreus_45.26889_-79.60417_893,1978.001,1978,001,0.47,NA,SSB Index,1.883142,LPI,Sander vitreus,27,0.08113135265729908,-0.7550225842780328,0.08894748601649616,1,5.726370624775288e-4,-1.0399992907727063,-0.001047476308703163
Sander vitreus_46.17_-80_900,1978.001,1978,001,0.6839,NA,SSB (Index),0.100061,LPI,Sander vitreus,27,0.06788135344675451,-0.3799435708780868,0.06790725372651546,1,0.0031477522019683927,-1.1262357983334352,-0.006559996576743338
Sander vitreus_48.44972_-92.45028_888,1978.001,1978,001,1.0764,NA,Index of SSB,0.100061,LPI,Sander vitreus,27,0.06788135344675451,0.07362213987061371,0.0824610885378181,1,0.003574456362585071,-0.775958475358582,-0.0041916705521483095
Sander vitreus_48.49_-90.06_890,1978.001,1978,001,224.8,NA,Spawing stock biomass Index,3.992273,LPI,Sander vitreus,27,0.1001814036370893,5.415211118019536,-0.3574753352838762,1,3.783102381123892e-6,0.03353827688034983,1.2477467581865162e-7
Sander vitreus_48.7_-93.16667_889,1978.001,1978,001,0.7283,NA,Index of SSB,0.100061,LPI,Sander vitreus,27,0.06788135344675451,-0.3170422277582677,0.06187832512778446,1,0.007076933990271757,-0.4458673101688424,-0.003976134400708439
Sander vitreus_49.11667_-92.38361_901,1978.001,1978,001,4.4,NA,SSB (Index),2.185602,LPI,Sander vitreus,27,0.08362273885520456,1.4816045409242156,-0.01801850550267825,1,2.390658298475274e-6,0.03578873170056873,8.404571317126548e-8
Desmognathus ochrophaeus_35.06583_-83.46111_940,1978.001,1978,001,17,NA,Number of observed individuals,1.837823,LPI,Desmognathus ochrophaeus,32.3,0.0475383892318502,2.833213344056216,-0.05715841383994835,1,0.0011608063973721865,-0.20492677662545145,-2.640082174177965e-4
Desmognathus quadramaculatus_35.06583_-83.46111_941,1978.001,1978,001,5,NA,Number of observed individuals,1.837823,LPI,Desmognathus quadramaculatus,30.1,0.0592364806314142,1.6094379124341003,0,1,0.0034872551393651777,-0.20492677662545145,-7.931245168092071e-4
Plethodon glutinosus_35.57222_-83.18167_955,1978.001,1978,001,12,NA,Number of observed individuals,-1.011177,LPI,Plethodon glutinosus,32.5,0.03504516222472651,2.4849066497880004,-0.5108256237659905,1,2.527422547737937e-4,-0.20492677429652773,-5.748248068012578e-5
Plethodon jordani_35.57222_-83.18139_957,1978.001,1978,001,70,NA,Number of adults observed,-1.038677,LPI,Plethodon jordani,34.1,0.029781505468460125,4.248495242049359,0.07410797215372256,1,1.1201359116365103e-4,-0.20492677429659167,-2.5475831477966092e-5
Pseudacris regilla_39.34083_-119.81278_6329,1978.001,1978,001,29.25,NA,Number of adults observed,-1.598689,LPI,Pseudacris regilla,31.8,0.035441603811300466,3.3758795736778655,-0.06613980250454521,1,0.0015686642246147714,-0.0661176983376075,-1.0722204780200142e-4
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1978.001,1978,001,329,NA,All Individuals,3.720667,GPDD,Alosa pseudoharengus,23.5,0.13835488007091834,5.796057750765372,0.09561417737468503,1,1.4930286947305624e-4,0.725270588571961,7.701138546790541e-5
Esox lucius_54.3_-3_1822,1978.001,1978,001,400,NA,Kg (females),7.083734,GPDD,Esox lucius,20.6,0.2588189232045647,5.991464547107982,0,1,0.00770717916290618,-0.32989567281693155,-0.003012143038029406
Esox lucius_54.3333333333333_-2.91666666666667_1823,1978.001,1978,001,600,NA,Kg (females),7.312128,GPDD,Esox lucius,20.6,0.26479821390865005,6.396929655216146,0.1823215567939549,1,0.003278459718822418,0.015549561407169676,5.0584309581948404e-5
Ischnura elegans_52.4333333333333_-0.183333333333333_3,1978.001,1978,001,30,NA,All Individuals,8.108362,GPDD,Ischnura elegans,44.60683761,0.025995091142436953,3.4011973816621555,1.203972804325936,1,7.404118405314463e-8,-0.10031548021211734,-7.812798541125225e-9
Salmo trutta_54.3333333333333_-2.88333333333333_7022,1978.001,1978,001,1.75,NA,All Individuals,7.312128,GPDD,Salmo trutta,21.5,0.24200734549523678,0.5596157879354227,0.058840500022933506,1,0.002090438210679178,0.015549561407169676,3.2253979819800264e-5
Salmo trutta_54.3333333333333_-2.88333333333333_7023,1978.001,1978,001,0.52,NA,All Individuals,7.312128,GPDD,Salmo trutta,21.5,0.24200734549523678,-0.6539264674066639,-0.2972515234679315,1,0.002090438210679178,0.015549561407169676,3.2253979819800264e-5
Salmo trutta_54.3333333333333_-2.88333333333333_7024,1978.001,1978,001,0.58,NA,All Individuals,7.312128,GPDD,Salmo trutta,21.5,0.24200734549523678,-0.5447271754416722,-0.1442496088445469,1,0.002090438210679178,0.015549561407169676,3.2253979819800264e-5
Salmo trutta_54.3333333333333_-2.88333333333333_7025,1978.001,1978,001,7.15,NA,All Individuals,7.312128,GPDD,Salmo trutta,21.5,0.24200734549523678,1.9671123567059163,0.5758304540749868,1,0.002090438210679178,0.015549561407169676,3.2253979819800264e-5
Salmo trutta_54.3333333333333_-2.88333333333333_7104,1978.001,1978,001,29,NA,Not Specified,7.312128,GPDD,Salmo trutta,21.5,0.24200734549523678,3.367295829986474,0.14842000511827358,1,0.002090438210679178,0.015549561407169676,3.2253979819800264e-5
Sardinops sagax_-35_20_1936,1978.001,1978,001,65,NA,Tonnes,20.08798,GPDD,Sardinops sagax,24.3,0.6562575239994558,4.174387269895637,0.6778797084291566,1,0.07091542468291519,-0.1525338171654287,-0.011685574947186944
Sardinops sagax_35_140_1941,1978.001,1978,001,4978,NA,All Individuals,13.71868,GPDD,Sardinops sagax,24.3,0.3471035946259201,8.512783482927537,-0.3933388479567661,1,0.6193038919669056,2.755449141615625,0.5799282677255052
Desmognathus ochrophaeus_35.05_-83.27_20607,1978.001,1978,001,17,NA,Adults,1.315323,GPDD,Desmognathus ochrophaeus,32.3,0.0451182841998947,2.833213344056216,-0.05715841383994835,1,8.939235105052769e-4,-0.2049267764647622,-2.033096585666237e-4
Desmognathus quadramaculatus_35.05_-83.27_20606,1978.001,1978,001,5,NA,Adults,1.315323,GPDD,Desmognathus quadramaculatus,30.1,0.05622084406551705,1.6094379124341003,0,1,0.0026854946382668687,-0.2049267764647622,-6.107759686060001e-4
Plethodon glutinosus_35.55_-83.2_20603,1978.001,1978,001,12,NA,Adults,1.733323,GPDD,Plethodon glutinosus,32.5,0.046112662134571485,2.4849066497880004,-0.5108256237659905,1,9.968698430403565e-4,-0.20492677652128055,-2.267232767724837e-4
Plethodon jordani_35.55_-83.2_20602,1978.001,1978,001,70,NA,Adults,1.733323,GPDD,Plethodon jordani,34.1,0.03929461863067248,4.248495242049359,0.07410797215372256,1,4.479224939330205e-4,-0.20492677652127966,-1.0187333509344197e-4
Pseudacris regilla_41_-118.75_20617,1978.001,1978,001,117,NA,Adults,-1.731671,GPDD,Pseudacris regilla,31.8,0.034973414214561224,4.762173934797756,-0.06613980250454521,1,0.006911060378478826,-0.1120319103798133,-8.192962102232292e-4
Alosa pseudoharengus_44.03_-69.31_822,1979.001,1979,001,12.6,NA,SSB (Thousands of lbs),4.40773925781252,LPI,Alosa pseudoharengus,23.5,0.14819503418298585,2.533696813957432,-0.8970593699462674,1,1.8152272741329384e-4,0.06449875100964064,1.1338402345536613e-5
Alosa pseudoharengus_45.55_-66.52_823,1979.001,1979,001,334,NA,SSB (Thousands),3.2237487792969,LPI,Alosa pseudoharengus,23.5,0.13164779764155754,5.811140992976701,0.015083242211328951,1,2.081141937645932e-4,0.33211010984461886,5.8811338651722363e-5
Coregonus artedi_48_-88_4580,1979.001,1979,001,1.487,NA,Modified Catch,0.106408691406273,LPI,Coregonus artedi,19.8,0.13954625845515653,0.3967606674780181,-0.6357118186855465,1,0.09560097284569745,0.01964181705187462,0.0018594554950304848
Coregonus artedi_48.46667_-89.15_4581,1979.001,1979,001,3.526,NA,Modified Catch,0.106408691406273,LPI,Coregonus artedi,19.8,0.13954625845515653,1.2601640839756785,1.2834327109150327,1,0.09560097284569745,0.01964181705187462,0.0018594554950304848
Coregonus clupeaformis_46.66667_-84.75_831,1979.001,1979,001,70.7,NA,SSB (Tonnes),0.106408691406273,LPI,Coregonus clupeaformis,20.6,0.12881743225704925,4.258445572902527,0.09023116211397131,1,0.06408324851897977,0.01964181705187329,0.001246430293029982
Coregonus clupeaformis_48.46667_-89.15_830,1979.001,1979,001,35.2,NA,Spawning stock biomass in tonnes,0.106408691406273,LPI,Coregonus clupeaformis,20.6,0.12881743225704925,3.5610460826040513,-0.07390502948432953,1,0.06408324851897977,0.01964181705187329,0.001246430293029982
Esox lucius_54.12_-3_1111,1979.001,1979,001,600,NA,Kilograms of females,7.4722839355469,LPI,Esox lucius,20.6,0.26907325677270993,6.396929655216146,0,1,0.005864626957395982,-0.27321359094891307,-0.0018425538460011132
Esox lucius_54.18_-3_1110,1979.001,1979,001,400,NA,Kilograms of females,7.4722839355469,LPI,Esox lucius,20.6,0.26907325677270993,5.991464547107982,0,1,0.005864626957395982,-0.27321359094891307,-0.0018425538460011132
Esox masquinongy_49.25_-84.499722_14867,1979.001,1979,001,0.06,NA,CPUE,3.00283203125002,LPI,Esox masquinongy,32.2,0.05394896365219551,-2.8134107167600364,NA,NA,3.0975925158406635e-7,NA,NA
Oncorhynchus kisutch_43.5_-87.5_4577,1979.001,1979,001,4837,NA,Popn. Estimate,0.170281982421898,LPI,Oncorhynchus kisutch,24.84,0.08484138693559883,8.484049972822984,0.29786397859690084,1,0.040988127808224896,-0.20924247529584683,-0.009539735581510327
Oncorhynchus kisutch_48.56_-125_847,1979.001,1979,001,176,NA,SSB (Females),9.3055358886719,LPI,Oncorhynchus kisutch,24.84,0.21151773911414698,5.170483995038151,1.1451323043030017,1,6.63546586035838e-4,0.07057897361061993,4.521794961462181e-5
Oncorhynchus kisutch_50.73861_-120.61111_4295,1979.001,1979,001,149670,NA,Total abundance (hatchery and wild fish),0.584832763671898,LPI,Oncorhynchus kisutch,24.84,0.08843241211693283,11.916188149523192,0.2014326613709656,1,4.590021927233033e-4,0.876143315769867,2.67880249321807e-4
Oncorhynchus kisutch_51.379042_-118.944753_4294,1979.001,1979,001,31918,NA,Total abundance (hatchery and wild fish),0.100061035156273,LPI,Oncorhynchus kisutch,24.84,0.084247709548736,10.370925392959132,0.2431749158408767,1,0.027205426138613438,0.113738328967246,0.0029248155220036286
Oncorhynchus kisutch_63.1825_-146.02806_5765,1979.001,1979,001,8970,NA,number of fish,0.100061035156273,LPI,Oncorhynchus kisutch,24.84,0.084247709548736,9.101640955052842,0.6256865116532015,1,8.032619311535713e-6,0.18298265322307827,1.3431937027626578e-6
Perca flavescens_45_-63_4582,1979.001,1979,001,392,NA,Abundance proxy based on egg mass tracked over years,4.68789062500002,LPI,Perca flavescens,21.3,0.18990887303106302,5.971261839790462,0.5419162108360212,1,4.788736417145478e-4,0.21103112949131297,9.110625653044384e-5
Perca flavescens_45.625_-81.87611_877,1979.001,1979,001,1.198,NA,Catch per set,0.100518798828148,LPI,Perca flavescens,21.3,0.12003785589981464,0.18065349969325756,-1.4341698850171807,1,0.06326127169470523,-0.1864101326009897,-0.012963267912942597
Salmo trutta_54.34472_-2.95167_1135,1979.001,1979,001,1100,NA,Eggs per 60 m²,7.670007,LPI,Salmo trutta,21.5,0.2508251239503364,7.003065458786462,-0.6466271649250528,1,0.0017675950006407633,-0.16775384824174644,-3.228432100384148e-4
Salmo trutta_61.22417_10.4275_2339,1979.001,1979,001,166,NA,Individuals,1.295831,LPI,Salmo trutta,21.5,0.13260017254325993,5.111987788356544,1.086636097621394,1,5.180701281233489e-5,0.2327707691812133,1.0758493972241259e-5
Salmo trutta_61.5_6.83333_2341,1979.001,1979,001,156,NA,Females per m²,4.53045,LPI,Salmo trutta,21.5,0.183240643166858,5.049856007249537,-0.05001042057466165,1,1.5100734996281474e-4,0.1909387967747911,2.624762164409229e-5
Salmo trutta_66.83167_15.36056_2347,1979.001,1979,001,22,NA,Individuals per 100m²,3.469202,LPI,Salmo trutta,21.5,0.16479058384533,3.091042453358316,0.04652001563489305,1,9.977223957007479e-5,0.06834087773331099,6.5907486892248095e-6
Salvelinus namaycush_43.5_-87.5_4579,1979.001,1979,001,5210,NA,Popn. Estimate,0.170282,LPI,Salvelinus namaycush,22.9,0.10300561270042637,8.558335134747413,0.0032682909030938845,1,0.10812439869660843,-0.20924239674806255,-0.025165280765489698
Salvelinus namaycush_47.15417_-90.5_886,1979.001,1979,001,137,NA,Abundance index (percentage of the 1929-1943 mean),0.1064087,LPI,Salvelinus namaycush,22.9,0.10234977860437917,4.919980925828125,0.2195005600357085,1,0.020291115969754484,0.019642069683415198,3.946707497067513e-4
Salvelinus namaycush_47.26472_-87.17472_885,1979.001,1979,001,208,NA,Abundance index (percentage of the 1929-1943 mean),0.1064087,LPI,Salvelinus namaycush,22.9,0.10234977860437917,5.337538079701318,0.11718225462299348,1,0.020291115969754484,0.019642069683415198,3.946707497067513e-4
Sander vitreus_42.25_-81_902,1979.001,1979,001,1741,NA,SSB (Thousands),0.100061,LPI,Sander vitreus,27,0.06788135344675451,7.462214939768189,NA,NA,0.01740324406895115,NA,NA
Sander vitreus_44.1_-78.51_892,1979.001,1979,001,0.0153,NA,SSB (Index),3.986749,LPI,Sander vitreus,27,0.10012607871187136,-4.179902450583747,0.0959639882617438,1,5.723770448721277e-5,0.4919897578195176,2.2242078119228806e-5
Sander vitreus_44.29_-78.23_895,1979.001,1979,001,9.9026,NA,SSB (Index),2.849084,LPI,Sander vitreus,27,0.0893591532484175,2.2927973489229303,0.030982168472096117,1,3.630127478307358e-4,0.8532113389194391,2.0835314166590689e-4
Sander vitreus_44.35_-78.5_894,1979.001,1979,001,0.0625,NA,SSB (Index),3.986749,LPI,Sander vitreus,27,0.10012607871187136,-2.772588722239781,-0.0828694778222947,1,5.723770448721277e-5,0.4919897578195176,2.2242078119228806e-5
Sander vitreus_45.26889_-79.60417_893,1979.001,1979,001,0.5,NA,SSB Index,1.750085,LPI,Sander vitreus,27,0.0800589932852713,-0.6931471805599453,0.06187540371808753,1,7.934984961130057e-4,0.32619952749156944,2.2086143363547696e-4
Sander vitreus_46.17_-80_900,1979.001,1979,001,0.6719,NA,SSB (Index),0.100061,LPI,Sander vitreus,27,0.06788135344675451,-0.39764575905603267,-0.017702188177945888,1,0.0029385941734335276,-0.06875731674844676,-2.091580285348651e-4
Sander vitreus_48.44972_-92.45028_888,1979.001,1979,001,0.8677,NA,Index of SSB,0.100061,LPI,Sander vitreus,27,0.06788135344675451,-0.141909246182693,-0.21553138605330668,1,0.0028104565046730323,-0.2404661708430007,-7.639998579120387e-4
Sander vitreus_48.49_-90.06_890,1979.001,1979,001,214.8,NA,Spawing stock biomass Index,0.1617676,LPI,Sander vitreus,27,0.06830152122222888,5.36970736263471,-0.04550375538482587,1,2.2027331147223236e-6,-0.54084549456811,-1.5803692664015684e-6
Sander vitreus_48.7_-93.16667_889,1979.001,1979,001,0.9375,NA,Index of SSB,0.100061,LPI,Sander vitreus,27,0.06788135344675451,-0.06453852113757118,0.2525037066206965,1,0.006634915380595818,-0.06449484747679168,-4.420186096759388e-4
Sander vitreus_49.11667_-92.38361_901,1979.001,1979,001,4.34,NA,SSB (Index),0.8882385,LPI,Sander vitreus,27,0.07344810695070278,1.4678743481123135,-0.01373019281190202,1,2.2085383544807095e-6,-0.07923784805004885,-1.8211994399456443e-7
Ambystoma tigrinum_33.27806_-81.72944_918,1979.001,1979,001,0,NA,Number of breeding females,15.80195,LPI,Ambystoma tigrinum,33.5,0.1703662069968968,-Inf,NA,NA,0.008462421270490196,NA,NA
Desmognathus ochrophaeus_35.06583_-83.46111_940,1979.001,1979,001,12,NA,Number of observed individuals,9.386067,LPI,Desmognathus ochrophaeus,32.3,0.10112546554047365,2.4849066497880004,-0.3483066942682158,1,7.318079633728172e-4,-0.46135207830629543,-4.289984339993693e-4
Desmognathus quadramaculatus_35.06583_-83.46111_941,1979.001,1979,001,5,NA,Number of observed individuals,9.386067,LPI,Desmognathus quadramaculatus,30.1,0.12601008947980022,1.6094379124341003,0,1,0.0021984726196180486,-0.46135207830629454,-0.001288782519747129
Notophthalmus viridescens_33.27806_-81.72944_954,1979.001,1979,001,50,NA,Number of breeding females,15.80195,LPI,Notophthalmus viridescens,34.5,0.15415371885965193,3.912023005428146,NA,NA,0.005132717955956636,NA,NA
Plethodon glutinosus_35.57222_-83.18167_955,1979.001,1979,001,15,NA,Number of observed individuals,6.537067,LPI,Plethodon glutinosus,32.5,0.07454939896327993,2.70805020110221,0.2231435513142097,1,1.5933647051963592e-4,-0.461352080524982,-9.340578425415781e-5
Plethodon jordani_35.57222_-83.18139_957,1979.001,1979,001,70,NA,Number of adults observed,6.509567,LPI,Plethodon jordani,34.1,0.06335234856835259,4.248495242049359,0,1,7.061680399355179e-5,-0.46135208052477417,-4.139678717009924e-5
Pseudacris regilla_39.34083_-119.81278_6329,1979.001,1979,001,31,NA,Number of adults observed,-9.282462,LPI,Pseudacris regilla,31.8,0.016436575729649825,3.4339872044851463,0.058107630807280763,1,0.001156711848213851,-0.30464307848256666,-4.1195237640092035e-4
Alosa pseudoharengus_45.9166666666667_-66.8666666666667_1602,1979.001,1979,001,334,NA,All Individuals,3.223749,GPDD,Alosa pseudoharengus,23.5,0.1316478005470653,5.811140992976701,0.015083242211328951,1,2.0811422385326488e-4,0.3321101582407273,5.881135438020864e-5
Esox lucius_54.3_-3_1822,1979.001,1979,001,400,NA,Kg (females),7.472284,GPDD,Esox lucius,20.6,0.26907325850697045,5.991464547107982,0,1,0.005864626860844174,-0.2732133945600408,-0.0018425523020620055
Esox lucius_54.3333333333333_-2.91666666666667_1823,1979.001,1979,001,600,NA,Kg (females),7.670007,GPDD,Esox lucius,20.6,0.2744464003336299,6.396929655216146,0,1,0.0027721407785164104,-0.16775384824174555,-5.063189403060075e-4
Ischnura elegans_52.4333333333333_-0.183333333333333_3,1979.001,1979,001,27,NA,All Individuals,5.496027,GPDD,Ischnura elegans,44.60683761,0.020018847763942457,3.295836866004329,-0.10536051565782634,1,1.0935971158697167e-7,0.3900210754801847,3.5318527533827035e-8
Salmo trutta_54.3333333333333_-2.88333333333333_7022,1979.001,1979,001,1.22,NA,All Individuals,7.670007,GPDD,Salmo trutta,21.5,0.2508251239503364,0.19885085874516517,-0.3607649291902575,1,0.0017675950006407633,-0.16775384824174644,-3.228432100384148e-4
